Date,Temp,Precipitation,Snowfall Amount,Wind Speed 
05-Mar-2014,11.93,0.0,0.0,12.8
06-Mar-2014,13.38,0.0,0.0,15.44
07-Mar-2014,14.17,0.0,0.0,7.32
08-Mar-2014,16.8,0.0,0.0,17.05
09-Mar-2014,16.13,0.0,0.0,11.62
10-Mar-2014,15.53,0.0,0.0,10.54
11-Mar-2014,18.14,0.0,0.0,15.83
12-Mar-2014,15.94,0.0,0.0,6.92
13-Mar-2014,17.99,0.0,0.0,6.33
14-Mar-2014,18.58,0.0,0.0,7.27
15-Mar-2014,14.73,0.1,0.0,21.9
16-Mar-2014,16.61,0.0,0.0,21.35
17-Mar-2014,18.79,0.0,0.0,12.7
18-Mar-2014,20.29,0.0,0.0,16.62
19-Mar-2014,15.13,0.0,0.0,13.26
20-Mar-2014,20.89,0.0,0.0,12.81
21-Mar-2014,21.51,0.1,0.0,18.5
22-Mar-2014,15.25,5.0,0.0,21.53
23-Mar-2014,9.04,0.0,0.0,15.61
24-Mar-2014,7.9,2.3,0.14,13.96
25-Mar-2014,11.39,0.0,0.0,13.25
26-Mar-2014,11.53,0.0,0.0,8.68
27-Mar-2014,14.16,0.0,0.0,9.01
28-Mar-2014,17.72,0.0,0.0,8.79
29-Mar-2014,19.5,0.0,0.0,9.61
30-Mar-2014,21.74,0.0,0.0,9.8
31-Mar-2014,21.0,0.0,0.0,10.35
01-Apr-2014,21.28,0.0,0.0,8.73
02-Apr-2014,23.52,0.0,0.0,11.83
03-Apr-2014,24.4,0.0,0.0,19.13
04-Apr-2014,21.58,0.4,0.0,8.64
05-Apr-2014,17.73,0.0,0.0,14.06
06-Apr-2014,20.36,0.0,0.0,4.43
07-Apr-2014,24.21,0.0,0.0,10.13
08-Apr-2014,17.52,0.0,0.0,20.19
09-Apr-2014,15.75,0.0,0.0,7.52
10-Apr-2014,19.64,0.0,0.0,8.0
11-Apr-2014,22.26,0.0,0.0,10.74
12-Apr-2014,21.16,0.0,0.0,12.81
13-Apr-2014,19.23,0.0,0.0,11.33
14-Apr-2014,16.24,0.0,0.0,21.45
15-Apr-2014,12.07,0.0,0.0,15.83
16-Apr-2014,15.21,0.0,0.0,17.75
17-Apr-2014,17.45,0.0,0.0,16.52
18-Apr-2014,12.71,2.3,0.0,21.58
19-Apr-2014,18.09,0.7,0.0,17.32
20-Apr-2014,19.29,0.0,0.0,10.07
21-Apr-2014,18.01,1.8,0.0,14.13
22-Apr-2014,20.2,0.0,0.0,5.49
23-Apr-2014,21.19,0.7,0.0,7.21
24-Apr-2014,23.16,0.0,0.0,12.62
25-Apr-2014,20.97,0.3,0.0,18.12
26-Apr-2014,20.34,1.9,0.0,13.42
27-Apr-2014,16.84,3.3,0.0,16.52
28-Apr-2014,13.35,4.8,0.0,13.34
29-Apr-2014,16.99,4.0,0.0,12.83
30-Apr-2014,17.31,7.0,0.0,13.27
01-May-2014,15.54,8.3,0.0,10.97
02-May-2014,15.31,3.1,0.0,15.19
03-May-2014,14.71,0.0,0.0,18.66
04-May-2014,17.45,0.0,0.0,9.19
05-May-2014,22.04,0.0,0.0,11.89
06-May-2014,22.77,0.0,0.0,21.22
07-May-2014,17.47,1.0,0.0,20.53
08-May-2014,21.17,0.0,0.0,17.33
09-May-2014,20.23,4.0,0.0,21.07
10-May-2014,21.35,0.4,0.0,19.86
11-May-2014,15.92,0.7,0.0,24.79
12-May-2014,13.72,0.1,0.0,21.95
13-May-2014,12.14,0.2,0.0,19.84
14-May-2014,14.05,0.2,0.0,14.77
15-May-2014,14.19,0.0,0.0,20.49
16-May-2014,19.89,0.0,0.0,17.9
17-May-2014,17.14,0.0,0.0,14.12
18-May-2014,21.71,0.0,0.0,5.15
19-May-2014,23.24,0.2,0.0,4.03
20-May-2014,25.04,0.0,0.0,4.8
21-May-2014,26.75,0.0,0.0,13.18
22-May-2014,26.27,2.6,0.0,15.08
23-May-2014,21.53,16.9,0.0,6.18
24-May-2014,20.05,4.7,0.0,13.89
25-May-2014,22.34,0.2,0.0,12.92
26-May-2014,18.36,4.0,0.0,10.94
27-May-2014,14.86,1.3,0.0,14.77
28-May-2014,18.03,0.0,0.0,7.32
29-May-2014,19.73,1.7,0.0,8.67
30-May-2014,18.48,2.5,0.0,7.33
31-May-2014,19.96,0.1,0.0,13.11
01-Jun-2014,21.9,0.0,0.0,8.34
02-Jun-2014,20.47,0.0,0.0,11.34
03-Jun-2014,21.65,0.0,0.0,5.17
04-Jun-2014,20.37,10.5,0.0,18.27
05-Jun-2014,21.27,0.1,0.0,11.18
06-Jun-2014,28.27,0.0,0.0,12.89
07-Jun-2014,31.75,0.0,0.0,12.34
08-Jun-2014,32.61,0.0,0.0,10.03
09-Jun-2014,35.62,0.0,0.0,13.98
10-Jun-2014,33.37,1.2,0.0,12.43
11-Jun-2014,30.9,0.0,0.0,17.32
12-Jun-2014,29.21,0.0,0.0,14.48
13-Jun-2014,27.17,0.0,0.0,13.89
14-Jun-2014,23.31,0.0,0.0,18.37
15-Jun-2014,23.47,0.1,0.0,18.56
16-Jun-2014,23.38,0.0,0.0,12.86
17-Jun-2014,21.76,0.0,0.0,15.92
18-Jun-2014,23.66,0.0,0.0,9.8
19-Jun-2014,24.72,0.0,0.0,10.08
20-Jun-2014,21.4,0.0,0.0,13.73
21-Jun-2014,24.33,0.0,0.0,9.11
22-Jun-2014,27.5,0.0,0.0,10.12
23-Jun-2014,26.89,9.2,0.0,8.0
24-Jun-2014,23.87,20.1,0.0,12.64
25-Jun-2014,23.12,0.0,0.0,18.38
26-Jun-2014,23.27,0.0,0.0,9.62
27-Jun-2014,26.17,0.0,0.0,11.39
28-Jun-2014,29.18,6.5,0.0,14.26
29-Jun-2014,19.82,12.1,0.0,19.45
30-Jun-2014,19.7,0.6,0.0,13.36
01-Jul-2014,24.33,0.0,0.0,8.54
02-Jul-2014,22.0,1.2,0.0,9.23
03-Jul-2014,28.45,0.0,0.0,12.79
04-Jul-2014,31.48,16.5,0.0,17.9
05-Jul-2014,25.33,0.4,0.0,17.3
06-Jul-2014,31.44,1.3,0.0,13.76
07-Jul-2014,24.17,2.1,0.0,14.14
08-Jul-2014,16.85,22.0,0.0,19.73
09-Jul-2014,17.2,10.1,0.0,19.49
10-Jul-2014,17.83,3.5,0.0,18.9
11-Jul-2014,19.94,3.5,0.0,14.51
12-Jul-2014,20.34,1.8,0.0,9.27
13-Jul-2014,21.49,0.8,0.0,13.89
14-Jul-2014,21.67,2.8,0.0,11.19
15-Jul-2014,25.7,0.0,0.0,7.91
16-Jul-2014,28.24,0.0,0.0,5.23
17-Jul-2014,30.41,0.0,0.0,8.8
18-Jul-2014,32.5,0.0,0.0,12.63
19-Jul-2014,34.16,0.0,0.0,14.07
20-Jul-2014,28.44,4.8,0.0,19.45
21-Jul-2014,22.63,1.1,0.0,18.61
22-Jul-2014,22.08,12.1,0.0,17.1
23-Jul-2014,28.16,0.0,0.0,14.85
24-Jul-2014,26.77,0.0,0.0,8.17
25-Jul-2014,27.62,0.0,0.0,7.09
26-Jul-2014,21.67,0.6,0.0,12.44
27-Jul-2014,26.22,0.3,0.0,6.44
28-Jul-2014,23.53,10.7,0.0,18.93
29-Jul-2014,19.87,7.3,0.0,13.75
30-Jul-2014,21.0,9.5,0.0,16.42
31-Jul-2014,26.02,0.0,0.0,6.29
01-Aug-2014,28.02,0.0,0.0,5.33
02-Aug-2014,25.2,0.8,0.0,11.9
03-Aug-2014,22.81,0.8,0.0,7.84
04-Aug-2014,23.69,0.2,0.0,10.69
05-Aug-2014,24.05,0.0,0.0,11.83
06-Aug-2014,24.26,0.0,0.0,10.39
07-Aug-2014,23.8,0.4,0.0,7.98
08-Aug-2014,27.22,0.0,0.0,9.83
09-Aug-2014,25.19,1.1,0.0,15.32
10-Aug-2014,32.31,8.7,0.0,16.85
11-Aug-2014,23.64,2.9,0.0,16.52
12-Aug-2014,22.75,0.0,0.0,8.53
13-Aug-2014,19.06,9.2,0.0,30.5
14-Aug-2014,18.39,1.2,0.0,14.06
15-Aug-2014,18.21,4.8,0.0,17.37
16-Aug-2014,18.94,0.0,0.0,12.55
17-Aug-2014,22.51,0.0,0.0,15.11
18-Aug-2014,22.01,0.0,0.0,21.07
19-Aug-2014,21.22,1.1,0.0,12.27
20-Aug-2014,19.16,0.6,0.0,7.46
21-Aug-2014,20.89,0.0,0.0,6.62
22-Aug-2014,21.1,0.0,0.0,11.46
23-Aug-2014,19.16,0.4,0.0,15.72
24-Aug-2014,19.31,0.0,0.0,6.48
25-Aug-2014,19.66,0.3,0.0,10.62
26-Aug-2014,20.48,4.1,0.0,19.99
27-Aug-2014,19.91,0.4,0.0,15.19
28-Aug-2014,24.79,0.0,0.0,6.15
29-Aug-2014,22.42,2.5,0.0,8.9
30-Aug-2014,23.71,0.0,0.0,7.28
31-Aug-2014,18.41,3.0,0.0,16.28
01-Sep-2014,18.72,0.1,0.0,9.99
02-Sep-2014,20.18,0.0,0.0,7.24
03-Sep-2014,21.66,0.0,0.0,12.89
04-Sep-2014,24.04,0.0,0.0,9.55
05-Sep-2014,25.27,0.0,0.0,6.4
06-Sep-2014,24.91,0.0,0.0,4.9
07-Sep-2014,24.8,0.0,0.0,5.85
08-Sep-2014,26.42,0.0,0.0,6.99
09-Sep-2014,24.5,0.2,0.0,7.41
10-Sep-2014,21.95,0.0,0.0,6.85
11-Sep-2014,19.67,0.0,0.0,14.49
12-Sep-2014,16.66,0.0,0.0,14.16
13-Sep-2014,20.18,0.2,0.0,8.89
14-Sep-2014,23.03,0.0,0.0,9.77
15-Sep-2014,23.32,0.0,0.0,11.57
16-Sep-2014,24.56,0.0,0.0,5.96
17-Sep-2014,25.5,0.0,0.0,5.96
18-Sep-2014,25.57,0.9,0.0,12.04
19-Sep-2014,25.3,0.3,0.0,14.54
20-Sep-2014,23.39,4.5,0.0,9.33
21-Sep-2014,22.11,8.5,0.0,14.65
22-Sep-2014,16.61,0.0,0.0,14.16
23-Sep-2014,19.61,0.0,0.0,13.32
24-Sep-2014,20.42,0.0,0.0,15.37
25-Sep-2014,17.41,0.2,0.0,10.87
26-Sep-2014,20.18,0.0,0.0,7.15
27-Sep-2014,22.27,0.0,0.0,7.87
28-Sep-2014,24.38,0.0,0.0,9.28
29-Sep-2014,24.69,0.0,0.0,11.38
30-Sep-2014,21.29,0.2,0.0,7.76
01-Oct-2014,20.75,0.0,0.0,6.83
02-Oct-2014,21.56,0.0,0.0,6.68
03-Oct-2014,22.07,0.0,0.0,8.7
04-Oct-2014,21.32,0.0,0.0,8.86
05-Oct-2014,20.92,0.0,0.0,7.54
06-Oct-2014,21.31,0.0,0.0,11.18
07-Oct-2014,22.69,3.2,0.0,18.05
08-Oct-2014,24.12,0.9,0.0,16.82
09-Oct-2014,24.19,4.0,0.0,14.65
10-Oct-2014,19.81,3.9,0.0,10.95
11-Oct-2014,18.7,11.0,0.0,8.15
12-Oct-2014,22.02,0.0,0.0,14.02
13-Oct-2014,20.97,3.3,0.0,9.53
14-Oct-2014,20.03,0.0,0.0,8.53
15-Oct-2014,20.9,3.6,0.0,8.0
16-Oct-2014,20.22,0.2,0.0,16.06
17-Oct-2014,19.65,2.2,0.0,24.81
18-Oct-2014,23.3,0.0,0.0,11.76
19-Oct-2014,23.01,0.0,0.0,6.44
20-Oct-2014,22.91,0.9,0.0,8.5
21-Oct-2014,19.42,3.8,0.0,31.41
22-Oct-2014,9.94,0.1,0.0,25.29
23-Oct-2014,12.22,0.0,0.0,17.12
24-Oct-2014,15.04,0.0,0.0,13.86
25-Oct-2014,14.85,0.0,0.0,5.64
26-Oct-2014,17.23,0.0,0.0,9.89
27-Oct-2014,16.71,0.0,0.0,12.51
28-Oct-2014,15.89,0.0,0.0,9.65
29-Oct-2014,16.3,0.0,0.0,11.05
30-Oct-2014,17.5,0.0,0.0,7.87
31-Oct-2014,19.51,0.0,0.0,11.2
01-Nov-2014,19.56,0.0,0.0,5.76
02-Nov-2014,18.1,0.0,0.0,7.17
03-Nov-2014,17.91,0.0,0.0,13.08
04-Nov-2014,14.95,1.8,0.0,18.48
05-Nov-2014,9.46,21.6,0.0,13.96
06-Nov-2014,10.05,1.6,0.0,9.06
07-Nov-2014,14.98,0.0,0.0,12.51
08-Nov-2014,13.61,0.0,0.0,12.22
09-Nov-2014,14.89,1.1,0.0,10.13
10-Nov-2014,11.91,2.3,0.0,10.51
11-Nov-2014,15.62,0.0,0.0,12.42
12-Nov-2014,13.27,4.3,0.0,7.27
13-Nov-2014,13.46,2.8,0.0,8.12
14-Nov-2014,15.27,0.0,0.0,15.53
15-Nov-2014,12.26,5.8,0.0,10.93
16-Nov-2014,13.54,0.8,0.0,15.22
17-Nov-2014,12.08,0.2,0.0,11.82
18-Nov-2014,11.03,0.0,0.0,5.01
19-Nov-2014,10.6,0.0,0.0,6.93
20-Nov-2014,11.98,0.0,0.0,8.94
21-Nov-2014,13.39,0.0,0.0,11.8
22-Nov-2014,15.05,0.0,0.0,9.91
23-Nov-2014,15.83,0.0,0.0,16.33
24-Nov-2014,15.37,0.0,0.0,10.48
25-Nov-2014,12.38,0.0,0.0,6.72
26-Nov-2014,12.62,0.0,0.0,13.96
27-Nov-2014,13.74,0.0,0.0,12.66
28-Nov-2014,13.26,0.0,0.0,16.8
29-Nov-2014,7.27,0.0,0.0,6.5
30-Nov-2014,6.77,0.0,0.0,6.99
01-Dec-2014,5.62,5.2,0.0,13.61
02-Dec-2014,4.28,0.0,0.0,10.88
03-Dec-2014,6.18,0.0,0.0,10.98
04-Dec-2014,7.24,0.0,0.0,12.42
05-Dec-2014,6.08,0.0,0.0,10.55
06-Dec-2014,5.43,1.1,0.0,10.95
07-Dec-2014,4.71,0.0,0.0,9.65
08-Dec-2014,5.44,0.8,0.0,11.7
09-Dec-2014,4.94,1.2,0.84,16.69
10-Dec-2014,6.44,1.1,0.0,12.04
11-Dec-2014,8.22,0.0,0.0,24.45
12-Dec-2014,11.31,0.0,0.0,21.23
13-Dec-2014,13.57,0.0,0.0,16.41
14-Dec-2014,11.81,0.8,0.0,9.37
15-Dec-2014,11.94,0.4,0.0,12.3
16-Dec-2014,9.1,0.5,0.0,11.79
17-Dec-2014,8.41,9.3,0.0,14.16
18-Dec-2014,12.4,12.6,0.0,17.04
19-Dec-2014,13.65,0.2,0.0,27.64
20-Dec-2014,10.86,0.1,0.0,26.23
21-Dec-2014,7.18,0.0,0.0,18.7
22-Dec-2014,8.3,0.0,0.0,11.44
23-Dec-2014,8.68,0.0,0.0,7.28
24-Dec-2014,9.24,0.0,0.0,12.57
25-Dec-2014,8.68,0.3,0.0,15.77
26-Dec-2014,4.23,0.1,0.0,14.47
27-Dec-2014,5.33,6.2,1.82,51.37
28-Dec-2014,1.45,4.1,2.87,45.13
29-Dec-2014,0.29,3.0,2.1,28.25
30-Dec-2014,2.59,0.0,0.0,20.51
31-Dec-2014,4.05,0.0,0.0,13.32
01-Jan-2015,4.28,0.0,0.0,9.55
02-Jan-2015,6.79,2.6,0.0,11.39
03-Jan-2015,10.51,3.6,0.0,36.48
04-Jan-2015,10.34,1.6,0.0,27.71
05-Jan-2015,6.12,0.0,0.0,7.21
06-Jan-2015,6.66,0.0,0.0,7.54
07-Jan-2015,7.92,0.0,0.0,8.41
08-Jan-2015,10.52,0.2,0.0,25.05
09-Jan-2015,12.12,0.8,0.0,32.21
10-Jan-2015,15.37,0.0,0.0,32.65
11-Jan-2015,11.53,0.9,0.0,27.26
12-Jan-2015,12.15,0.0,0.0,24.56
13-Jan-2015,12.25,0.0,0.0,19.98
14-Jan-2015,10.66,1.7,0.0,26.45
15-Jan-2015,13.2,0.0,0.0,16.41
16-Jan-2015,12.61,11.2,0.0,15.27
17-Jan-2015,5.92,1.9,0.0,17.27
18-Jan-2015,5.65,0.0,0.0,11.15
19-Jan-2015,5.55,3.0,0.0,11.38
20-Jan-2015,3.88,2.0,1.33,12.72
21-Jan-2015,5.94,0.0,0.0,20.47
22-Jan-2015,4.47,0.0,0.0,7.95
23-Jan-2015,3.85,0.0,0.0,12.0
24-Jan-2015,3.31,1.3,0.91,24.6
25-Jan-2015,4.08,0.0,0.0,19.1
26-Jan-2015,4.05,4.6,2.17,17.57
27-Jan-2015,5.15,2.2,0.91,20.55
28-Jan-2015,6.57,1.5,0.28,21.21
29-Jan-2015,7.34,3.9,1.05,30.15
30-Jan-2015,5.5,1.6,0.14,31.02
31-Jan-2015,5.23,2.1,0.7,25.92
01-Feb-2015,3.62,1.4,0.98,34.49
02-Feb-2015,3.05,5.0,3.36,33.38
03-Feb-2015,4.42,0.0,0.0,14.75
04-Feb-2015,2.52,0.0,0.0,18.96
05-Feb-2015,1.69,0.0,0.0,25.91
06-Feb-2015,2.17,0.0,0.0,26.62
07-Feb-2015,2.59,0.0,0.0,21.66
08-Feb-2015,3.32,0.0,0.0,29.25
09-Feb-2015,5.63,0.0,0.0,14.77
10-Feb-2015,6.45,0.0,0.0,15.03
11-Feb-2015,9.16,0.0,0.0,15.89
12-Feb-2015,11.13,0.0,0.0,6.66
13-Feb-2015,11.99,0.0,0.0,7.74
14-Feb-2015,10.29,0.4,0.0,13.25
15-Feb-2015,10.13,1.6,0.0,8.26
16-Feb-2015,8.85,0.0,0.0,6.24
17-Feb-2015,7.58,0.0,0.0,12.13
18-Feb-2015,6.59,0.0,0.0,6.18
19-Feb-2015,7.7,0.0,0.0,8.05
20-Feb-2015,13.1,0.0,0.0,14.85
21-Feb-2015,5.83,3.3,0.0,22.91
22-Feb-2015,7.01,0.0,0.0,7.63
23-Feb-2015,10.87,2.1,0.0,19.4
24-Feb-2015,7.53,0.1,0.0,15.45
25-Feb-2015,8.2,0.5,0.35,11.61
26-Feb-2015,10.13,0.0,0.0,9.83
27-Feb-2015,6.35,12.2,0.0,19.56
28-Feb-2015,7.22,0.0,0.0,9.19
01-Mar-2015,11.6,0.5,0.0,22.01
02-Mar-2015,11.27,2.1,0.0,31.29
03-Mar-2015,10.64,1.0,0.0,19.71
04-Mar-2015,6.98,0.7,0.0,14.85
05-Mar-2015,6.83,0.0,0.0,19.2
06-Mar-2015,9.27,0.0,0.0,7.46
07-Mar-2015,14.11,0.0,0.0,11.5
08-Mar-2015,14.96,0.0,0.0,10.51
09-Mar-2015,14.89,0.0,0.0,8.34
10-Mar-2015,14.36,0.0,0.0,10.74
11-Mar-2015,11.14,0.0,0.0,9.07
12-Mar-2015,10.75,0.0,0.0,13.86
13-Mar-2015,11.18,0.0,0.0,14.22
14-Mar-2015,10.74,0.0,0.0,11.64
15-Mar-2015,11.31,0.0,0.0,10.56
16-Mar-2015,15.55,0.0,0.0,9.45
17-Mar-2015,17.62,0.0,0.0,11.31
18-Mar-2015,17.67,0.0,0.0,12.59
19-Mar-2015,14.57,0.0,0.0,8.71
20-Mar-2015,15.58,0.0,0.0,6.42
21-Mar-2015,13.15,2.0,0.0,15.0
22-Mar-2015,12.14,0.0,0.0,22.39
23-Mar-2015,13.57,0.0,0.0,5.84
24-Mar-2015,15.66,0.0,0.0,4.54
25-Mar-2015,11.44,0.4,0.0,15.6
26-Mar-2015,11.37,0.2,0.0,13.67
27-Mar-2015,10.94,0.0,0.0,20.61
28-Mar-2015,14.29,1.8,0.0,16.62
29-Mar-2015,13.65,0.2,0.0,30.93
30-Mar-2015,11.06,1.4,0.0,31.82
31-Mar-2015,11.92,1.6,0.0,36.05
01-Apr-2015,7.5,0.0,0.0,29.42
02-Apr-2015,9.29,3.3,0.0,33.65
03-Apr-2015,12.87,1.0,0.0,8.96
04-Apr-2015,9.08,11.2,0.0,14.41
05-Apr-2015,9.88,0.3,0.0,20.82
06-Apr-2015,9.87,0.0,0.0,18.05
07-Apr-2015,12.08,0.0,0.0,13.33
08-Apr-2015,15.37,0.0,0.0,6.67
09-Apr-2015,19.27,0.0,0.0,10.28
10-Apr-2015,20.12,0.0,0.0,12.22
11-Apr-2015,16.66,0.3,0.0,15.78
12-Apr-2015,18.91,0.0,0.0,7.03
13-Apr-2015,19.89,0.0,0.0,10.2
14-Apr-2015,20.55,0.0,0.0,6.79
15-Apr-2015,24.12,0.0,0.0,8.46
16-Apr-2015,21.21,0.3,0.0,12.81
17-Apr-2015,16.72,11.0,0.0,14.92
18-Apr-2015,13.96,5.5,0.0,18.45
19-Apr-2015,17.44,0.0,0.0,15.19
20-Apr-2015,18.56,0.0,0.0,9.95
21-Apr-2015,21.56,0.0,0.0,7.87
22-Apr-2015,20.35,0.0,0.0,13.73
23-Apr-2015,17.63,0.0,0.0,12.99
24-Apr-2015,20.55,0.0,0.0,11.16
25-Apr-2015,19.05,4.1,0.0,13.71
26-Apr-2015,18.33,1.3,0.0,9.66
27-Apr-2015,17.37,2.0,0.0,11.61
28-Apr-2015,13.64,6.6,0.0,19.48
29-Apr-2015,17.27,0.0,0.0,10.4
30-Apr-2015,15.43,0.1,0.0,12.36
01-May-2015,15.44,28.8,0.0,20.39
02-May-2015,17.17,4.7,0.0,14.28
03-May-2015,22.28,13.0,0.0,15.9
04-May-2015,22.48,1.3,0.0,12.86
05-May-2015,24.11,0.0,0.0,22.72
06-May-2015,18.26,0.3,0.0,13.75
07-May-2015,17.14,0.0,0.0,11.87
08-May-2015,23.55,2.1,0.0,13.45
09-May-2015,19.43,0.0,0.0,18.2
10-May-2015,21.86,0.0,0.0,7.57
11-May-2015,26.16,0.0,0.0,9.76
12-May-2015,28.79,0.0,0.0,15.07
13-May-2015,25.19,0.5,0.0,14.85
14-May-2015,21.09,2.0,0.0,18.16
15-May-2015,12.18,17.3,0.0,23.35
16-May-2015,20.84,0.0,0.0,16.18
17-May-2015,19.58,0.0,0.0,10.14
18-May-2015,22.46,0.0,0.0,10.42
19-May-2015,16.21,0.0,0.0,19.14
20-May-2015,11.47,0.9,0.0,15.89
21-May-2015,15.75,0.0,0.0,19.63
22-May-2015,18.75,0.0,0.0,13.06
23-May-2015,17.34,0.0,0.0,12.48
24-May-2015,19.32,0.0,0.0,12.01
25-May-2015,17.26,11.5,0.0,8.05
26-May-2015,14.57,0.8,0.0,16.09
27-May-2015,16.94,0.0,0.0,9.34
28-May-2015,22.33,0.0,0.0,13.8
29-May-2015,21.84,0.0,0.0,19.45
30-May-2015,18.28,0.0,0.0,17.32
31-May-2015,22.27,0.0,0.0,8.52
01-Jun-2015,19.79,1.5,0.0,11.71
02-Jun-2015,25.46,0.1,0.0,12.52
03-Jun-2015,25.25,0.0,0.0,13.23
04-Jun-2015,27.8,0.0,0.0,7.77
05-Jun-2015,31.21,0.0,0.0,8.6
06-Jun-2015,29.51,0.0,0.0,14.86
07-Jun-2015,25.21,1.0,0.0,11.93
08-Jun-2015,21.1,0.1,0.0,17.46
09-Jun-2015,20.56,0.0,0.0,15.51
10-Jun-2015,24.84,0.0,0.0,7.17
11-Jun-2015,27.2,0.0,0.0,8.79
12-Jun-2015,28.37,2.2,0.0,24.0
13-Jun-2015,24.64,0.6,0.0,7.08
14-Jun-2015,23.83,5.5,0.0,8.73
15-Jun-2015,19.15,11.4,0.0,9.61
16-Jun-2015,20.01,3.8,0.0,13.85
17-Jun-2015,21.35,0.0,0.0,13.36
18-Jun-2015,20.39,1.7,0.0,18.48
19-Jun-2015,19.62,0.2,0.0,14.11
20-Jun-2015,16.11,3.4,0.0,17.79
21-Jun-2015,20.77,1.0,0.0,13.36
22-Jun-2015,23.67,0.0,0.0,17.75
23-Jun-2015,18.11,0.9,0.0,15.68
24-Jun-2015,22.38,0.0,0.0,6.93
25-Jun-2015,24.52,0.0,0.0,7.63
26-Jun-2015,26.66,0.0,0.0,5.96
27-Jun-2015,27.49,0.0,0.0,19.32
28-Jun-2015,26.01,0.0,0.0,8.47
29-Jun-2015,28.57,0.0,0.0,6.5
30-Jun-2015,30.17,0.0,0.0,6.48
01-Jul-2015,32.85,0.0,0.0,9.77
02-Jul-2015,35.06,0.0,0.0,9.34
03-Jul-2015,35.13,0.0,0.0,10.95
04-Jul-2015,35.1,0.0,0.0,9.42
05-Jul-2015,36.7,0.0,0.0,13.12
06-Jul-2015,29.18,0.1,0.0,13.89
07-Jul-2015,35.12,0.9,0.0,13.06
08-Jul-2015,25.49,0.0,0.0,21.19
09-Jul-2015,22.38,0.0,0.0,15.5
10-Jul-2015,25.99,0.0,0.0,9.3
11-Jul-2015,29.9,0.0,0.0,20.59
12-Jul-2015,27.0,0.0,0.0,15.27
13-Jul-2015,25.98,0.0,0.0,13.16
14-Jul-2015,27.91,0.0,0.0,15.61
15-Jul-2015,29.57,0.0,0.0,8.03
16-Jul-2015,32.2,0.0,0.0,8.06
17-Jul-2015,33.65,0.0,0.0,11.3
18-Jul-2015,28.23,0.7,0.0,13.91
19-Jul-2015,31.03,1.2,0.0,21.11
20-Jul-2015,29.99,0.0,0.0,9.42
21-Jul-2015,32.12,0.0,0.0,5.74
22-Jul-2015,33.62,5.2,0.0,12.95
23-Jul-2015,23.77,1.3,0.0,15.11
24-Jul-2015,30.06,0.5,0.0,14.39
25-Jul-2015,22.47,3.7,0.0,28.51
26-Jul-2015,20.65,3.7,0.0,10.47
27-Jul-2015,23.27,0.8,0.0,22.97
28-Jul-2015,22.76,0.0,0.0,21.87
29-Jul-2015,19.03,2.8,0.0,13.06
30-Jul-2015,20.75,0.0,0.0,11.78
31-Jul-2015,24.52,0.0,0.0,13.65
01-Aug-2015,24.41,4.1,0.0,10.61
02-Aug-2015,27.26,0.0,0.0,13.4
03-Aug-2015,31.17,0.0,0.0,8.22
04-Aug-2015,25.76,0.6,0.0,17.19
05-Aug-2015,30.18,0.0,0.0,11.58
06-Aug-2015,34.3,0.0,0.0,8.86
07-Aug-2015,35.77,0.0,0.0,7.84
08-Aug-2015,32.51,4.5,0.0,21.31
09-Aug-2015,26.57,8.1,0.0,17.05
10-Aug-2015,25.29,1.7,0.0,10.78
11-Aug-2015,28.65,0.0,0.0,11.72
12-Aug-2015,30.93,0.0,0.0,9.06
13-Aug-2015,32.14,3.6,0.0,22.16
14-Aug-2015,26.06,2.2,0.0,12.3
15-Aug-2015,19.43,3.7,0.0,15.0
16-Aug-2015,18.65,3.6,0.0,9.82
17-Aug-2015,21.33,0.0,0.0,11.89
18-Aug-2015,22.65,0.0,0.0,8.41
19-Aug-2015,21.5,0.0,0.0,8.17
20-Aug-2015,23.45,0.0,0.0,9.32
21-Aug-2015,24.8,0.0,0.0,11.44
22-Aug-2015,26.28,0.0,0.0,11.64
23-Aug-2015,25.41,13.9,0.0,12.99
24-Aug-2015,21.37,20.6,0.0,15.82
25-Aug-2015,22.21,0.0,0.0,13.6
26-Aug-2015,27.59,0.0,0.0,12.42
27-Aug-2015,30.36,0.0,0.0,14.55
28-Aug-2015,30.93,0.0,0.0,11.3
29-Aug-2015,31.69,0.0,0.0,6.13
30-Aug-2015,32.33,0.0,0.0,8.21
31-Aug-2015,32.35,0.0,0.0,11.57
01-Sep-2015,25.76,4.5,0.0,33.56
02-Sep-2015,21.67,0.1,0.0,12.04
03-Sep-2015,19.65,0.4,0.0,7.52
04-Sep-2015,21.0,0.0,0.0,12.09
05-Sep-2015,18.23,0.0,0.0,13.53
06-Sep-2015,16.58,1.0,0.0,12.25
07-Sep-2015,18.64,0.0,0.0,14.12
08-Sep-2015,22.01,0.0,0.0,9.37
09-Sep-2015,21.94,0.0,0.0,14.74
10-Sep-2015,20.92,0.0,0.0,13.85
11-Sep-2015,23.42,0.2,0.0,9.44
12-Sep-2015,27.49,3.5,0.0,14.19
13-Sep-2015,25.78,1.1,0.0,17.64
14-Sep-2015,21.7,11.5,0.0,20.14
15-Sep-2015,19.49,0.0,0.0,11.08
16-Sep-2015,26.86,0.6,0.0,17.55
17-Sep-2015,20.41,40.0,0.0,15.46
18-Sep-2015,19.71,0.7,0.0,6.85
